公司代號,公司名稱,備註,上月比較增減(%),上月營收,去年同月增減(%),去年當月營收,當月營收,前期比較增減(%),去年累計營收,當月累計營收,年月,上市別
4930,燦星網,"109/3/27董事會決議處分燦星國旅全數持股，109年第一季起將該公司轉列停業單位，合併營收109年2月累積扣除101,467仟元。",-37.19,1004435,145.53,256936,630859,73.25,943849,1635294,110/02,TSE
5283,禾聯碩,-,-35.54,470400,-10.55,338951,303186,13.04,684339,773586,110/02,TSE
1708,東鹼,-,-14.15,290746,-27.34,343547,249588,-22.01,692847,540334,110/02,TSE
1709,和益,-,-21.04,813366,-22.23,825763,642191,-8.86,1597079,1455557,110/02,TSE
1710,東聯,無,-7.7,2011182,25.78,1475719,1856217,34.88,2867117,3867399,110/02,TSE
1711,永光,-,-26.37,823732,-17.46,734761,606434,2.41,1396460,1430166,110/02,TSE
1712,興農,-,-9.61,1587445,3.17,1390626,1434783,3.53,2918956,3022228,110/02,TSE
1713,國化,-,-29.18,47489,-19.43,41743,33629,3.26,78551,81118,110/02,TSE
1714,和桐,-,-32.72,1800434,-13.27,1396515,1211182,-6.23,3211917,3011615,110/02,TSE
1717,長興,主係去年度大陸地區因COVID-19限制復工時間影響，今年度累計營收同比增加。,-36.07,4116280,28.93,2040891,2631509,54.01,4381224,6747789,110/02,TSE
1718,中纖,本月份自結異業別合併營收資訊，未經會計師簽證或核閱,5.59,2327601,-2.13,2511454,2457848,-7.8,5190477,4785449,110/02,TSE
1721,三晃,-,-32.69,267847,-38.12,291371,180284,-17.46,542934,448131,110/02,TSE
1722,台肥,-,-12.68,1057966,-2.96,952012,923777,3.68,1911293,1981743,110/02,TSE
1723,中碳,-,10.7,456534,-2.48,518292,505420,-10.3,1072452,961954,110/02,TSE
1725,元禎,-,-23.65,785959,35.17,443891,600014,30.29,1063709,1385973,110/02,TSE
1726,永記,-,-31.67,786523,-7.92,583689,537408,6.92,1238153,1323931,110/02,TSE
1727,中華化,-,-26.65,156461,-28.64,160832,114754,-15.89,322482,271215,110/02,TSE
1730,花仙子,-,-52.64,469327,41.16,157441,222258,46.38,472436,691586,110/02,TSE
1732,毛寶,-,-35.36,64719,-13.48,48352,41832,9.24,97535,106551,110/02,TSE
1735,日勝化,-,-31.33,222960,-3.9,159324,153100,26.94,296240,376060,110/02,TSE
1773,勝一,-,-10.2,760089,-0.59,686613,682494,12.32,1284297,1442583,110/02,TSE
1776,展宇,-,-36.83,129522,-21.66,104443,81815,-2.88,217612,211337,110/02,TSE
3708,上緯投控,客戶訂單增加，帶動我司營收成長,-41.8,1088688,211.89,203138,633581,200.17,573757,1722269,110/02,TSE
4720,德淵,-,-48.3,333512,0.87,170920,172420,43.6,352303,505932,110/02,TSE
4722,國精化,-,-37.66,418667,-9.21,287466,260982,26.57,536955,679649,110/02,TSE
4739,康普,-,-7.39,549362,23.89,410636,508755,13.17,934915,1058117,110/02,TSE
4755,三福化,-,-8.47,326140,7.7,277152,298494,10.7,564240,624634,110/02,TSE
4764,雙鍵,本期因市場回溫及客戶備貨需求提升，故營收較去年同期成長。,-49.26,311456,43.27,110302,158031,52.25,308347,469487,110/02,TSE
4766,南寶,-,-41.34,1634821,-20.32,1203487,958896,9.43,2370183,2593717,110/02,TSE
4770,上品,本年累計數較去年同期增加，主係本期對銷貨客戶之設備出貨增加所致,-40.96,244251,15.24,125115,144192,69.59,229045,388443,110/02,TSE
1598,岱宇,各品牌產品與電商通路銷售持續暢旺,-10.03,1343735,201.86,400473,1208886,205.73,834918,2552621,110/02,TSE
1701,中化,-,-39.43,863490,-18.29,640025,522933,0.66,1377306,1386423,110/02,TSE
1707,葡萄王,-,-6.15,594187,-18.2,681703,557621,-8.32,1256431,1151808,110/02,TSE
1720,生達,-,-20.42,393236,-4.13,326403,312910,10.11,641272,706146,110/02,TSE
1731,美吾華,美吾髮「植優」染髮霜和森歐黎漾Saholea新品需求強勁，故當月業績較去年同期成長21.92%。,-29.9,126627,21.92,72801,88759,19.25,180614,215386,110/02,TSE
1733,五鼎,-,10.02,191093,6.39,197604,210250,17.35,342005,401343,110/02,TSE
1734,杏輝,-,-15.12,220867,-12.54,214339,187459,8.54,376173,408326,110/02,TSE
1736,喬山,-,-13.1,2495565,35.12,1604803,2168495,45.02,3219128,4668586,110/02,TSE
1752,南光,-,-16.83,143279,-29.15,168200,119161,-11.83,297665,262440,110/02,TSE
1760,寶齡富錦,-,78.79,94467,3.2,163659,168901,8.08,243663,263368,110/02,TSE
1762,中化生,單月營收較去年同期增加，主係EVE、EPAE及FK506產品銷售較去年同期增加。,-27.51,165372,109.89,57109,119871,47.36,193557,285243,110/02,TSE
1783,和康生,本月營收較去年同期增加，主要係因出貨量增加所致,55.36,24423,51.35,25071,37945,28.2,48647,62368,110/02,TSE
1786,科妍,-,-26.22,30819,13.4,20048,22736,-10.82,60057,53555,110/02,TSE
1789,神隆,-,-2.37,202389,-2.46,202566,197578,10.66,361422,399967,110/02,TSE
1795,美時,因去年第二季起新增東南亞市場業務、且旗下外銷戒癮含片之美國終端市場份額較去年同期大幅增加,-15.89,1208009,95.4,519923,1015941,75.75,1265351,2223950,110/02,TSE
3164,景岳,本月營收較去年同期增加係大陸客戶訂單增加。,-28.01,36597,52.92,17227,26344,61.87,38882,62941,110/02,TSE
3705,永信,-,-42.28,734637,-34.56,647895,423976,-14.1,1348891,1158613,110/02,TSE
4104,佳醫,-,-3.69,552882,-12.84,610939,532455,-7.11,1168463,1085337,110/02,TSE
4106,雃博,-,-10.06,179988,46.83,110249,161881,44.38,236772,341869,110/02,TSE
4108,懷特,「癌因性疲憊症CRF」的處方新藥需求增強， 故當月業績較去年同期大幅成長149.61%。,8.4,7594,149.6,3298,8232,137.27,6670,15826,110/02,TSE
4119,旭富,因火災影響產線，目前產能為0,-7.18,127066,-50.31,237366,117932,-54.69,540733,244998,110/02,TSE
4133,亞諾法,-,-21.22,44034,23.02,28196,34687,27.39,61792,78720,110/02,TSE
4142,國光生,營收減少主因為國內四價流感疫苗提前於109年第四季出貨及破傷風疫苗出貨減少所致。,40.68,821,-74.86,4596,1155,-99.45,361836,1975,110/02,TSE
4155,訊映,-,4.23,101700,4.5,101439,106005,-16.6,249056,207705,110/02,TSE
4164,承業醫,-,48.4,185814,-1.95,281268,275764,13.44,406862,461578,110/02,TSE
4737,華廣,-,-42.56,210797,-21.48,154186,121064,35.05,245726,331861,110/02,TSE
4746,台耀,-,1.78,239225,25.13,194573,243488,29.17,373684,482713,110/02,TSE
6491,晶碩,因代工訂單增加，故業績提升,-25.01,412169,38.55,223071,309069,52.63,472524,721238,110/02,TSE
6796,晉弘,-,-16.73,30054,20.15,20825,25023,17.6,46831,55077,110/02,TSE
1802,台玻,本年當月比去年同期增加50%以上係因去年COVID-19疫情多處封城所致,-30.44,3996314,65.82,1676285,2779777,69.18,4005106,6776091,110/02,TSE
1806,冠軍,因2月農曆春假而營業天數減少所致。,-55.14,247388,-28.14,154436,110963,-0.81,361308,358351,110/02,TSE
1809,中釉,-,-50.46,219701,-7.35,117468,108824,8.19,303648,328525,110/02,TSE
1810,和成,-,-22.41,415635,-13.87,374465,322490,4.64,705350,738125,110/02,TSE
1817,凱撒衛,-,-52.93,223703,-24.03,138584,105282,18.72,277088,328986,110/02,TSE
1903,士紙,收入較去年同期增加，主要係本月子公司出售6個停車位所致。,31.12,17479,67.3,13699,22919,57.65,25624,40398,110/02,TSE
1904,正隆,-,-14.03,3450873,-0.76,2989541,2966698,11.43,5759008,6417572,110/02,TSE
1905,華紙,-,-8.21,1775959,14.21,1427073,1629999,22.23,2786326,3405958,110/02,TSE
1906,寶隆,代理銷售工業用紙之噸數減少,56.06,26234,-77.19,179541,40941,-75.0,268737,67175,110/02,TSE
1907,永豐餘,-,-23.35,7724639,20.61,4908635,5920568,37.96,9890174,13645207,110/02,TSE
1909,榮成,因去年受大陸新冠肺炎疫情影響，本公司之大陸子公司配合當地政府防疫要求停工，故今年營收較去年同期大幅成長。,-30.0,4645758,118.38,1489095,3251924,74.0,4538877,7897682,110/02,TSE
6790,永豐實,-,-29.26,995646,-4.31,736009,704286,12.16,1515622,1699932,110/02,TSE
2002,中鋼,-,-2.3,30818388,15.53,26060991,30108270,21.45,50164035,60926658,110/02,TSE
2006,東和鋼鐵,-,-32.02,4702050,0.5,3180071,3196246,33.77,5904349,7898296,110/02,TSE
2007,燁興,-,-6.38,569769,-0.17,534355,533414,11.57,988693,1103183,110/02,TSE
2008,高興昌,-,-36.54,99906,-10.83,71100,63399,12.12,145639,163305,110/02,TSE
2009,第一銅,-,-43.54,246267,-21.92,178078,139040,16.87,329683,385307,110/02,TSE
2010,春源,-,-21.8,1912136,14.86,1301620,1495119,30.87,2603476,3407255,110/02,TSE
2012,春雨,-,-32.86,840622,1.97,553424,564346,18.83,1182317,1404969,110/02,TSE
2013,中鋼構,-,-20.64,1230121,4.58,933335,976157,16.17,1899100,2206278,110/02,TSE
2014,中鴻,-,7.84,3311675,6.16,3363980,3571454,0.65,6838194,6883129,110/02,TSE
2015,豐興,-,-34.15,2749552,-27.09,2483310,1810343,12.48,4053954,4559895,110/02,TSE
2017,官田鋼,-,-9.67,340450,9.77,280118,307501,28.09,505826,647951,110/02,TSE
2020,美亞,-,-24.68,487487,-18.62,451164,367129,8.36,788621,854591,110/02,TSE
2022,聚亨,-,-33.43,1094501,4.87,694652,728517,17.09,1556900,1823019,110/02,TSE
2023,燁輝,110年2月銷售量及售價皆明顯較去年同期提升所致,-8.14,6226039,57.79,3624072,5718626,62.17,7365366,11944665,110/02,TSE
2024,志聯,-,-25.73,130573,-7.75,105122,96975,28.11,177617,227547,110/02,TSE
2025,千興,因不�袗�生產原料仍持續上漲，二月份不�袗�成品售價調升，買盤積極採購以補足庫存缺口。,-38.75,179948,98.39,55553,110212,95.0,148799,290160,110/02,TSE
2027,大成鋼,-,5.21,6292369,28.01,5171552,6620346,17.78,10962851,12912715,110/02,TSE
2028,威致,-,-3.06,832002,29.98,620405,806462,44.61,1132997,1638464,110/02,TSE
2029,盛餘,-,20.92,977540,48.24,797389,1182106,34.83,1601642,2159646,110/02,TSE
2030,彰源,-,-30.48,1042513,-5.16,764163,724720,25.76,1405197,1767233,110/02,TSE
2031,新光鋼,本年累積營收較去年同期增加50%以上，主要係鋼鐵需求量增加及價格上漲所致。,-30.93,1267366,22.21,716266,875359,54.95,1382822,2142725,110/02,TSE
2032,新鋼,-,-35.76,354041,-8.27,247933,227423,22.15,476017,581464,110/02,TSE
2033,佳大,-,-20.88,64935,-17.81,62511,51372,-0.86,117321,116307,110/02,TSE
2034,允強,-,-10.49,1042931,-31.35,1359852,933462,-18.05,2411853,1976393,110/02,TSE
2038,海光,-,-27.24,787410,-11.37,646442,572909,21.52,1119399,1360319,110/02,TSE
2069,運錩,因去年受新冠肺炎疫情影響導致營收下滑，今年度營收已回復往年水準,-22.65,886535,47.7,464213,685675,63.71,960335,1572210,110/02,TSE
2211,長榮鋼,-,0.68,920804,14.62,808820,927100,0.38,1840806,1847904,110/02,TSE
3004,豐達科,因受新冠肺炎疫情影響,-5.17,105170,-53.46,214325,99727,-53.21,437943,204897,110/02,TSE
5007,三星,-,-20.19,552972,-9.07,485385,441325,2.88,966399,994297,110/02,TSE
9958,世紀鋼,-,8.35,512707,18.94,467060,555561,33.74,798726,1068268,110/02,TSE
2101,南港,"本公告係屬自結數,與會計師所出具之財報因匯率之故將存有略微差異,屆時請以財報為準.",-1.8,745513,-0.94,739007,732024,-4.07,1540271,1477537,110/02,TSE
2102,泰豐,"因2月工作天數少及美國反傾銷案,導致本公司2月營收下滑",-35.43,261286,-61.31,436011,168689,-45.88,794608,429975,110/02,TSE
2103,台橡,-,-12.77,2754553,22.65,1958959,2402728,23.69,4169210,5157281,110/02,TSE
2104,國際中橡,-,-18.1,1919865,7.06,1468561,1572250,18.82,2938824,3492115,110/02,TSE
2105,正新,無。,-26.18,9489105,52.42,4595321,7004269,43.07,11527971,16493374,110/02,TSE
2106,建大,-,-21.49,2955178,37.41,1688195,2319898,31.16,4021590,5275076,110/02,TSE
2107,厚生,-,-67.83,468682,-8.39,164564,150753,29.57,478035,619435,110/02,TSE
2108,南帝,主係銷售量增加及銷售單價調升,-18.9,2492328,162.84,768911,2021065,168.14,1683169,4513393,110/02,TSE
2109,華豐,-,-5.28,418187,1.58,389900,396083,6.01,768075,814270,110/02,TSE
2114,鑫永銓,-,-21.44,140816,-22.33,142429,110624,1.42,247902,251440,110/02,TSE
6582,申豐,"市場需求暢旺,銷售單價及銷售數量增加",-23.55,776922,102.74,292921,593883,151.94,544081,1370805,110/02,TSE
1319,東陽,-,-9.66,1486448,-17.36,1624986,1342805,-11.15,3184306,2829253,110/02,TSE
1339,昭輝,-,-26.61,197300,-5.03,152461,144785,6.49,321172,342024,110/02,TSE
1512,瑞利,-,-54.03,110677,-34.47,77633,50872,-31.46,235721,161549,110/02,TSE
1521,大億,-,-15.08,422046,-26.86,490043,358400,-4.11,813918,780446,110/02,TSE
1522,堤維西,-,-10.06,1324347,-5.12,1255449,1191059,-1.78,2561213,2515406,110/02,TSE
1524,耿鼎,-,-19.87,159668,-33.45,192249,127934,-18.31,352070,287603,110/02,TSE
1525,江申,中心廠訂單需求增加,-11.55,104028,109.92,43827,92003,70.0,115311,196031,110/02,TSE
1533,車王電,-,-21.07,201948,-9.19,175521,159385,-10.03,401628,361334,110/02,TSE
1536,和大,-,-30.92,609771,-6.6,450968,421180,6.51,967934,1030951,110/02,TSE
1568,倉佑,-,-6.11,157429,30.58,113180,147796,21.71,250767,305225,110/02,TSE
1587,吉茂,公司接單狀況良好,-7.65,173964,69.94,94524,160643,50.35,222543,334607,110/02,TSE
2201,裕隆,-,-30.98,8022183,16.48,4753356,5536776,17.19,11569118,13558959,110/02,TSE
2204,中華,-,-44.24,3800145,14.42,1851685,2118851,10.67,5348030,5918996,110/02,TSE
2206,三陽工業,-,-32.36,3722889,2.69,2451941,2518091,20.48,5179768,6240980,110/02,TSE
2207,和泰車,-,-37.73,26648234,4.99,15802623,16592680,16.28,37185267,43240914,110/02,TSE
2227,裕日車,-,-33.24,3200019,-12.52,2442199,2136249,8.78,4905164,5336268,110/02,TSE
2228,劍麟,-,-26.69,349773,3.23,248372,256407,3.61,585050,606180,110/02,TSE
2231,為升,-,-27.84,417416,10.06,273642,301195,21.94,589273,718611,110/02,TSE
2233,宇隆,-,-29.13,294379,22.28,170587,208603,37.52,365742,502982,110/02,TSE
2241,艾姆勒,-,-16.05,82183,2.6,67235,68989,11.45,135629,151172,110/02,TSE
2247,汎德永業,-,-50.62,4320502,0.85,2115419,2133433,33.99,4816554,6453935,110/02,TSE
2497,怡利電,-,-6.11,174997,15.57,142160,164302,10.82,306147,339299,110/02,TSE
3346,麗清,"主係中國汽車市場需求增加,致本月銷售額增加",-23.33,656196,166.3,188919,503095,117.28,533527,1159291,110/02,TSE
4551,智伸科,-,-11.71,764702,45.1,465284,675134,42.34,1011507,1439836,110/02,TSE
6288,聯嘉,-,-10.16,323363,-5.31,306818,290499,-2.29,628279,613862,110/02,TSE
6605,帝寶,-,-20.64,1409054,-6.99,1202216,1118106,-1.53,2566619,2527160,110/02,TSE
2302,麗正,係訂單需求增加,-31.38,62357,56.05,27416,42784,63.16,64440,105141,110/02,TSE
2303,聯電,-,-3.74,15529559,9.85,13606421,14947898,10.03,27697439,30477457,110/02,TSE
2329,華泰,-,-13.73,1265924,-11.25,1230547,1092073,1.07,2333015,2357997,110/02,TSE
2330,台積電,無,-15.94,126749152,14.06,93394449,106533690,18.37,197077584,233282842,110/02,TSE
2337,旺宏,-,0.21,3006304,8.48,2777033,3012648,8.78,5532919,6018952,110/02,TSE
2338,光罩,本公司合併美祿/群豐/昱嘉之營收,-10.49,450154,-0.86,406426,402900,20.49,707986,853054,110/02,TSE
2340,台亞,-,-27.76,608816,27.24,345628,439801,39.78,750182,1048617,110/02,TSE
2342,茂矽,-,2.97,129549,9.6,121714,133404,0.73,261045,262953,110/02,TSE
2344,華邦電,本公司之子公司新唐科技109/9/1完成對日本Panasonic Corporation半導體相關事業之併購，自完成日起該事業併入本公司合併財報,-6.5,6903387,73.25,3725519,6454634,80.31,7408236,13358021,110/02,TSE
2351,順德,-,-18.67,866523,22.2,576634,704662,28.39,1223748,1571185,110/02,TSE
2363,矽統,客戶需求增加,-20.76,16338,52.18,8506,12945,75.65,16671,29283,110/02,TSE
2369,菱生,-,-14.26,574950,11.92,440430,492954,32.37,806749,1067904,110/02,TSE
2379,瑞昱,無,-14.9,8257933,37.58,5107522,7027354,45.6,10497651,15285287,110/02,TSE
2388,威盛,-,-26.41,589623,11.04,390695,433850,15.29,887679,1023473,110/02,TSE
2401,凌陽,受惠於新冠疫情影響，耳溫槍、視訊相關產品、筆記型電腦及相關周邊市場需求增加所致。,-23.42,597454,48.49,308072,457477,74.19,605613,1054931,110/02,TSE
2408,南亞科,-,4.67,5532161,26.9,4563039,5790836,24.93,9063277,11322997,110/02,TSE
2434,統懋,-,-49.29,13487,6.51,6420,6838,22.72,16562,20325,110/02,TSE
2436,偉詮電,客戶需求量增加,-25.53,260609,35.41,143307,194055,73.97,261340,454664,110/02,TSE
2441,超豐,-,-10.88,1399077,15.22,1082062,1246831,26.22,2096104,2645908,110/02,TSE
2449,京元電子,-,-6.04,2559791,8.14,2223870,2405002,10.06,4510578,4964793,110/02,TSE
2451,創見,-,-17.95,1181561,-14.12,1128924,969446,-2.15,2198483,2151007,110/02,TSE
2454,聯發科,(1)差異原因說明：物聯網與行動運算平台皆成長。(2)海外子公司之營收係以當月平均匯率換算之。,-7.86,35333330,78.65,18220837,32552975,78.46,38038614,67886305,110/02,TSE
2458,義隆,居家辦公及授課市場需求增加,-16.94,1335075,123.49,496117,1108792,97.93,1234705,2443867,110/02,TSE
2481,強茂,"本月營收淨額含二極體$915,177仟元及其他$9,974仟元，減銷退/折$3,760仟元。",-12.07,1047936,65.24,557587,921391,55.61,1265525,1969327,110/02,TSE
3006,晶豪科,-,-12.41,1632033,15.39,1238689,1429398,38.36,2212614,3061431,110/02,TSE
3014,聯陽,因受疫情影響，公司產品需求增加。,-9.19,513474,127.53,204919,466260,86.77,524563,979733,110/02,TSE
3016,嘉晶,-,1.13,367896,9.82,338809,372086,11.16,665647,739981,110/02,TSE
3034,聯詠,市場需求提升以及公司積極擴展業務，致營收較去年同期成長。,7.29,8122309,59.61,5459987,8714832,51.97,11079232,16837141,110/02,TSE
3035,智原,-,-2.29,484123,16.19,407108,473024,16.62,820697,957147,110/02,TSE
3041,揚智,-,-18.39,194768,-23.35,207367,158938,4.74,337695,353706,110/02,TSE
3054,立萬利,本期無電子相關營收及年節因素致本期營收較去年同期減少。,-61.21,6420,-95.71,58156,2490,-86.19,64559,8910,110/02,TSE
3094,聯傑,"本月營運正常,與去年同期營收比較成長係因基期較低",-17.94,24115,51.57,13054,19787,42.11,30892,43902,110/02,TSE
3189,景碩,-,-19.1,2512811,12.13,1812898,2032859,22.8,3701650,4545670,110/02,TSE
3257,虹冠電,客戶需求增加,-28.14,100723,137.6,30459,72372,71.86,100717,173095,110/02,TSE
3413,京鼎,本月營收較去年增加50%以上，係因半導體關鍵性零組件、模組及設備需求增加所致。,-16.9,963514,54.81,517144,800631,46.31,1205697,1764145,110/02,TSE
3443,創意,-,-20.03,1106465,-19.43,1098267,884804,1.09,1969633,1991269,110/02,TSE
3450,聯鈞,因去年受疫情影響所致。,-9.16,580670,58.22,333350,527443,51.85,729737,1108113,110/02,TSE
3530,晶相光,因監控系列產品營收較去年同期大幅成長所致。,-35.83,354402,42.48,159608,227411,71.02,340183,581813,110/02,TSE
3532,台勝科,-,-4.0,1010103,-4.54,1015751,969599,2.68,1927953,1979702,110/02,TSE
3536,誠創,"因本年整流器營收增加,致營收較去年成長",-30.61,54103,49.96,25031,37537,63.3,56117,91640,110/02,TSE
3545,敦泰,IDC產品出貨量顯著提升,8.07,1358165,60.83,912596,1467785,60.74,1757985,2825951,110/02,TSE
3583,辛耘,-,-29.09,349679,47.91,167614,247927,48.15,403366,597606,110/02,TSE
3588,通嘉,-,-17.42,151684,38.51,90424,125250,48.98,185875,276935,110/02,TSE
3592,瑞鼎,延續去年下半年的需求動能，整體銷貨增加。,-14.45,1776220,47.35,1031217,1519548,52.63,2159229,3295768,110/02,TSE
3686,達能,-,3.45,10165,19.56,8795,10516,17.97,17529,20680,110/02,TSE
3711,日月光投控,-,-10.34,40847914,30.15,28135554,36620343,30.25,59473009,77468257,110/02,TSE
4919,新唐,本公司109/09/01完成對日本Panasonic Corporation半導體相關事業之併購，自完成日起該事業併入本公司合併財務報告,-7.57,3206926,366.92,634815,2964098,362.3,1334841,6171024,110/02,TSE
4952,凌通,受惠於中國經濟復甦及耳溫槍、遠距視訊相關產品需求成長，加上去年2月新冠肺炎爆發需求急凍，基期較低。,-16.57,240567,33.44,150392,200696,63.04,270631,441259,110/02,TSE
4961,天鈺,本月營收較去年同期增加主係顯示器驅動IC出貨量增加所致,-20.45,1392390,73.29,639157,1107626,88.29,1327722,2500016,110/02,TSE
4967,十銓,-,-9.57,684921,40.29,441484,619365,48.06,880890,1304286,110/02,TSE
4968,立積,因客戶需求增加及產能提升,-6.37,588780,107.8,265281,551274,114.91,530460,1140054,110/02,TSE
5222,全訊,-,17.29,69154,47.42,55017,81111,46.89,102294,150265,110/02,TSE
5269,祥碩,-,-38.94,664854,-32.81,604143,405901,21.13,883967,1070755,110/02,TSE
5285,界霖,客戶訂單增加,-14.58,504363,45.9,295250,430795,52.39,613649,935158,110/02,TSE
5471,松翰,冠肺炎疫情全球延燒，國內外因應防疫所需，對本公司醫療量測及影像晶片需求強勁，帶動營收顯著成長。,-25.88,508557,78.42,211255,376924,131.85,381906,885481,110/02,TSE
6202,盛群,-,-20.49,491349,18.53,329567,390656,47.36,598501,882005,110/02,TSE
6239,力成,-,-4.37,6093345,-1.1,5891693,5826828,-2.55,12232280,11920173,110/02,TSE
6243,迅杰,客戶端需求持續強勁，故公司二月份整體營收呈現成長。,-12.62,59466,67.13,31086,51957,66.46,66936,111423,110/02,TSE
6257,矽格,-,-7.32,1197663,30.33,851584,1109952,35.63,1701332,2307615,110/02,TSE
6271,同欣電,投資之子公司營收併入,-4.62,1011605,50.49,641105,964826,55.35,1272213,1976431,110/02,TSE
6515,穎崴,-,-27.92,199088,3.91,138078,143488,5.57,324493,342576,110/02,TSE
6531,愛普*,去年同期申報之合併營收已排除停業單位營收,-6.07,378920,45.71,244241,355891,41.02,521068,734811,110/02,TSE
6533,晶心科,-,40.85,43665,7.73,57086,61503,25.08,84077,105168,110/02,TSE
6552,易華電,-,-8.47,231885,13.24,187405,212232,26.73,350416,444117,110/02,TSE
6719,力智,-,-27.44,440100,39.28,229265,319321,57.58,481927,759422,110/02,TSE
6756,威鋒電子,本期出貨量增加。,-22.23,263761,111.03,97192,205112,66.67,281308,468873,110/02,TSE
6770,力積電,-,1.27,4189994,26.67,3349894,4243566,22.53,6882739,8433559,110/02,TSE
6789,采鈺,-,-8.35,560736,-7.02,552694,513891,-0.71,1082365,1074627,110/02,TSE
6799,來頡,本公司營業收入本月及本年增加百分比超過50%以上，主係因終端客戶需求增加所致。,1.96,77029,92.85,40725,78539,120.46,70563,155568,110/02,TSE
8016,矽創,-,-24.61,1418533,19.09,897852,1069329,27.52,1950894,2487861,110/02,TSE
8028,昇陽半導體,-,-3.54,226546,1.96,214313,218515,10.65,402224,445061,110/02,TSE
8081,致新,-,-23.1,808781,25.06,497247,621886,46.19,978580,1430667,110/02,TSE
8110,華東,-,-1.62,464553,-7.32,493093,456992,-9.1,1013897,921545,110/02,TSE
8131,福懋科,-,-3.93,856514,-2.62,845071,822846,-2.32,1719349,1679360,110/02,TSE
8150,南茂,-,-9.51,2163311,3.69,1887632,1957424,13.83,3619966,4120735,110/02,TSE
8261,富鼎,本月較去年同期增加76.91%，係因受惠終端客戶需求強勁使營收大幅增加,-25.89,370715,76.9,155295,274729,89.03,341449,645444,110/02,TSE
8271,宇瞻,-,-11.05,658190,-11.59,662213,585399,-0.13,1245273,1243589,110/02,TSE
2301,光寶科,-,-26.1,14076995,19.97,8669987,10402034,22.49,19984376,24479029,110/02,TSE
2305,全友,去年同期營收因新冠肺炎疫情而減少,-42.79,58387,228.76,10160,33403,123.56,41058,91790,110/02,TSE
2324,仁寶,去年同期受COVID 19疫情影響，材料與人力短缺，致使產能利用率偏低，導致營收基期較低。,-22.49,91177558,78.85,39510198,70665916,59.8,101276422,161843474,110/02,TSE
2331,精英,109年受大陸新冠病毒疫情影響，本公司之大陸子公司配合當地政府防疫要求展延復工所致。,-34.88,2567501,276.09,444544,1671909,75.74,2412289,4239410,110/02,TSE
2352,佳世達,-,-16.79,17545000,33.29,10952166,14598972,30.64,24604618,32143972,110/02,TSE
2353,宏��,由於去年基期較低，再加上今年市場需求增加，故本月營收較去年同期成長,-13.52,23495092,80.91,11230756,20318181,76.78,24783841,43813273,110/02,TSE
2356,英業達,109年為配合新冠狀病毒防疫影響復工時間,-20.1,39382095,80.82,17400627,31465038,51.44,46779506,70847133,110/02,TSE
2357,華碩,主要係本月(年)受惠於後疫情時代下對筆電的需求大幅增加，及本公司執行品牌金三角策略，推動主要產品市占率增加所致,-8.68,36724581,57.55,21284856,33535728,57.93,44486533,70260309,110/02,TSE
2362,藍天,"受惠宅經濟,NB需求持續增加",-10.98,1954836,144.29,712305,1740109,92.08,1923588,3694945,110/02,TSE
2364,倫飛,-,-14.2,60397,0.43,51594,51816,5.86,105998,112213,110/02,TSE
2365,昆盈,去年2月受疫情影響出貨減少，比較基期過低，所以成長幅度比較大。,-47.47,174796,137.87,38598,91816,39.19,191544,266612,110/02,TSE
2376,技嘉,"本月營收較去年同期增加,主要係板卡及網通產品銷售成長所致。",-32.89,10386245,49.28,4668398,6969450,58.88,10923096,17355695,110/02,TSE
2377,微星,營收增加達60%以上，係市場需求暢旺所致,-22.12,17022930,63.05,8129812,13256069,66.4,18195712,30278999,110/02,TSE
2380,虹光,海外及中國地區銷售增加,-45.78,228040,46.54,84369,123639,96.28,179155,351654,110/02,TSE
2382,廣達,去年同期因疫情影響，工廠延後開工，導致營收基期較低,-15.05,94354473,62.91,49194067,80146858,55.59,112152433,174501331,110/02,TSE
2387,精元,因疫情居家辦公及客戶NB新機型導入出貨量增加，連帶鍵盤出貨量增加所致,-40.98,2021627,98.49,601052,1193051,147.76,1297469,3214678,110/02,TSE
2395,研華,-,-19.76,4510810,12.01,3231064,3619270,12.99,7195283,8130080,110/02,TSE
2397,友通,-,-29.92,744404,-10.13,580435,521610,-4.48,1325505,1266014,110/02,TSE
2399,映泰,-,-28.75,211826,1.99,147971,150919,17.74,308076,362745,110/02,TSE
2405,輔信,-,-5.1,127524,-23.11,157398,121019,-25.35,332987,248544,110/02,TSE
2417,圓剛,本月較去年同期增加主要係因出貨量增加所致。,-17.28,459311,97.24,192614,379927,122.63,376963,839238,110/02,TSE
2424,隴華,-,-52.44,2225,-6.86,1136,1058,28.59,2553,3283,110/02,TSE
2425,承啟,本月營業收入較同期增加主係同期受新冠狀疫情之影響，故本月營業收入較同期增加。,-14.31,417306,463.41,63465,357571,227.23,236795,774877,110/02,TSE
2442,新美齊,主要係109年12月對凱銳控股(股)公司及凱銳光電(股)公司等重要子公司喪失控制力，故自110年1月起不納入合併個體,-95.65,201314,-95.84,210661,8752,-58.16,502185,210066,110/02,TSE
2465,麗臺,累計較去年同期成長97.53%；主系大陸市場之人工智能行業應用對 RTX QUADRO和Geforce的需求增加。,-41.33,599492,33.93,262568,351677,97.53,481526,951169,110/02,TSE
2495,普安,-,-2.63,74334,-18.2,88489,72378,-12.85,168357,146712,110/02,TSE
